week,sales_method,customer_id,nb_sold,revenue,years_as_customer,nb_site_visits,state
1,Email,13fc28bd-6dfe-44fa-9cad-a1fc8254e1d4,9,88.08,0,27,Colorado
6,Call,3e921c6b-8314-46fc-8e1e-a7109ae851e6,13,65.02,5,31,Michigan
3,Email,22e9da76-b9e2-4ebc-be5d-eda1669dc55d,9,91.67,4,19,Texas
2,Call,64a5fbac-efc2-4e61-ba01-4369a211cc45,9,43.94,1,21,Florida
2,Email,491d2603-0f3b-444f-b170-93fe3e74c1ca,10,98,23,25,Arizona
5,Email,de3acb19-ed38-44da-91d8-5ba65b1a98e0,11,108.93,1,25,New York
1,Email,c4fbff2c-518c-4c22-a2ca-0d5e19509321,9,86.9,6,25,Tennessee
1,Email,d8ee5ee6-2755-4c2d-9769-e284c21cb1f1,9,87.88,5,22,Florida
1,Email,5c561afd-3a47-49c9-a04b-b5c0812de139,8,82.72,0,26,Texas
1,Email,7f0c21f0-ad56-4c17-883a-eab4bece933f,9,90.61,3,23,Kansas
3,Email,878e1681-743c-4d51-96e2-62d919ebe939,9,89.12,3,23,California
4,Call,9489bbc3-33ad-472d-9afd-90fc0713b21e,10,50.65,0,26,Louisiana
3,Call,541bcc8d-eeef-45f5-a0c4-69aaf79d5401,9,43.95,4,26,Florida
1,Email,0c13012b-3a6e-4c52-b0c7-6677024d61f5,8,83.41,6,29,Hawaii
6,Call,e370564d-1703-4bc7-a7db-38ed09da6814,13,65.07,2,27,California
3,Email,4cee0ebb-70af-43f1-9be7-459c2e734250,10,96.68,1,22,Rhode Island
4,Call,cd961940-a14c-4bda-aea1-7f4024fc246a,10,52,12,25,Massachusetts
1,Email,2d13e1a0-addc-4993-956c-6d13a7386fa9,8,84.64,3,23,New York
1,Call,eab3f685-0f3b-46a7-bc57-c4aea58a20b2,7,34.22,3,21,Illinois
1,Email,15a02000-f10e-422b-b1ae-f1d34652106f,8,81.43,4,25,Alabama
3,Email,bee98988-96b6-48ea-a3e1-def32a222d73,9,92.32,10,22,South Carolina
5,Call,fbe5b47e-4445-4320-8efe-c422e32d5b97,11,53.31,23,26,Florida
1,Email,1f28dbc9-32cc-46d5-b973-e3766a2085a1,9,91.43,11,30,Missouri
2,Call,04a10197-5ce7-45b8-a8c6-9d664b1f3c8b,8,NA,6,23,Illinois
4,Email,128bc0b6-3ed3-4807-b2a8-e85f470c23e5,11,108.28,2,25,Massachusetts
6,Email,75e25721-da59-4178-bed2-2d0c41637afd,13,134.47,10,30,California
2,Email,ec5c203a-2927-4f99-99b8-679bd67c8f81,10,103.89,14,27,North Carolina
4,Email + Call,4ae16445-9074-4352-aba1-59a7ef9fa679,12,182.41,13,30,Florida
3,Call,ce72dda2-0c4e-441f-a7c2-8579b03f9722,8,40.48,1,26,New Jersey
5,Email,033dc50a-2184-4d2e-89b5-2941f9b33234,11,109.57,7,19,Arizona
1,Call,9d241edc-84ef-4cc1-ad24-af941f3b8d85,7,36.63,2,26,Kentucky
4,Call,45bd4789-4af1-4fe8-9a78-b09a0317d6ce,11,53.66,1,30,Pennsylvania
5,Email + Call,9a372134-8684-4b72-91c4-d64c811c8cdb,13,NA,1,21,Florida
6,Call,a32f4f25-c034-49ed-b675-804a5f5747fd,13,65.66,9,26,Pennsylvania
4,Call,1c3e1b67-237b-4c5e-8acc-e7e85c08f294,10,51.22,5,27,California
3,Call,e4f5d817-d86c-46db-b777-8d75d470a86d,8,41.27,7,22,Ohio
6,Email + Call,50da405b-591b-4a9e-b1b6-341892a89912,15,226.62,7,23,Louisiana
3,Email,975af126-e261-4e55-b8dc-30e2988faa24,10,96.17,4,25,Pennsylvania
1,Email,75492495-04f2-47c5-986f-80623f36da93,8,84.13,16,22,Tennessee
4,Email,15dce0b7-267c-4b70-87e9-fb2cb344472d,10,103.19,19,26,Massachusetts
3,Email,58b0aeaf-88a7-490c-af0a-e70d69d09e70,10,96.61,1,26,New York
1,Email,80e7156b-3407-4ad1-85ec-3153a1c47171,8,82.76,6,21,Nevada
1,Email,60588f5d-57a1-45ae-9f13-1b87bb541bf0,10,97.09,2,25,North Carolina
2,Email,dbf4a3fd-9a0d-4ac2-a88b-44643e089569,10,98.16,2,18,Minnesota
3,Email,865c792c-55a2-43c9-a63e-e7a1a0fb9d97,9,89.5,1,29,Texas
4,Call,fd0391bc-7f1d-4205-9e67-4d30b282d079,10,50.02,3,25,California
1,Email,be09facd-fad4-40a3-88d6-75f6614fc50d,8,84.92,2,21,Missouri
3,Email + Call,d66a7414-51bf-4543-8a97-53e91e08794e,10,148.63,8,24,Texas
4,Email,c212b0f2-9a4b-4b7e-ae29-454bb35ce44f,11,106.1,0,23,Mississippi
5,Call,cc4c8769-b16c-45ce-b509-8d2217fc53fc,10,52.17,3,23,Texas
2,Call,bc7f1a87-783f-4352-8544-c6ff1534a387,8,42.18,0,19,Illinois
1,Email,ae1a82a3-7680-4eaa-b389-61e798a4f502,9,85.28,1,22,Texas
1,Call,f2e39ff6-f819-4c0a-a5b8-74797abada8e,7,33.89,0,21,Minnesota
6,Email + Call,e183c425-0cd4-4dde-aaa0-4d70728db704,15,228.18,4,26,New Jersey
4,Email + Call,68726215-3453-4e51-b82d-971c285a72d5,12,177.31,0,26,Wisconsin
1,Email,eba0a703-18e8-43c7-9632-30b4aebef9a2,9,86.18,0,27,Wisconsin
4,Call,60549daa-cabb-4789-8b09-9718eee4efd1,10,50.82,1,22,Texas
1,Call,6f0c6395-9932-4d1d-8978-08059c32c828,7,34.49,10,21,Illinois
2,Email,03a5b0ec-7cd7-4be1-851e-58b0775ea92f,11,109.92,8,30,Iowa
5,Call,a6219a1c-b1f8-4440-b9aa-3e4bd111985c,10,52.37,1,24,Florida
1,Email,4589ae3c-e814-4f5a-acf6-972e05e1d8f3,9,86.82,7,26,Utah
3,Email,453c347f-aa60-4e83-b37f-56430ca6c2ef,9,91.4,4,26,Virginia
2,Email,118fc88c-d7bb-4991-ba79-a761da5da016,10,97.42,3,27,Texas
3,Call,9f0a635d-db36-474b-bd2b-b237e7095cb0,9,42.83,4,30,Louisiana
5,Email,ef6f40e6-6292-42f6-b045-4c8ccea5678f,10,NA,2,24,Florida
3,Email,9358b8aa-ad7a-43f1-8acd-ec48fac5c384,9,88.46,0,23,Oregon
5,Email,399b9e8c-49ae-4977-b82e-0e80e0112693,11,105.6,18,23,Connecticut
1,Email,19692eb8-cfe6-4b97-abc5-cb8529faf823,9,NA,6,25,California
5,Email + Call,593b8c77-9191-4b3a-b307-8d564a17a287,13,188.45,3,30,Florida
5,Email,ae05ce0e-1c7c-4f57-82b3-2d35b8286dc5,11,108.86,1,28,Missouri
3,Call,a5cfe4ac-35df-4957-b0bb-07635bd29385,8,42.14,5,27,Indiana
4,Email + Call,c0e5307c-b4b8-45ac-ae0f-f2fbd721f25d,12,176.17,0,19,Wyoming
1,Email,18992fd9-ef4a-4f7a-9e3c-6ba28cccd8f3,9,86.5,2,20,Connecticut
1,Email,c0f4705b-0338-42cf-bb87-a1889d7e9c3b,9,86.86,1,23,Texas
1,Email,74ae78f5-5711-4b62-a308-0ed0071d7645,8,81.73,27,24,Pennsylvania
1,Email,c0e35277-43e5-4b32-88e0-740407710395,9,93.29,1,29,Virginia
5,Email + Call,70fc1418-7e30-48d2-8d3d-6cc25324a254,12,NA,2,26,Missouri
2,Email,45ad127c-7f70-4b57-8a3f-90a43a892724,10,98.29,1,27,Kentucky
1,Call,7d6e5797-9100-4560-922c-c865f9380dfd,7,35.32,7,22,Washington
3,Email + Call,764e3b9f-eba9-436b-8404-a351e7c3f6f3,10,149.94,4,22,Massachusetts
1,Call,f50fe4d3-3007-4e44-992e-431de01bef43,7,35.23,4,23,Texas
1,Email,4edf0156-f0b3-4eec-9520-7920088c0dc5,8,84.89,11,20,Virginia
1,Email,f08a7327-3075-4f3a-bc33-26cc7fffa163,8,84.65,6,22,Texas
4,Call,eb855204-070d-4675-8e95-68312c1c8028,10,51.43,4,30,California
3,Call,a17e3b39-73e5-4735-b155-ef9e378a9ae5,8,41.05,3,24,Ohio
1,Email,c83f8097-8817-4776-904a-42f281fc71ff,9,NA,2,23,Wisconsin
2,Email,f6e8ad09-d0fb-423a-bf21-7ca749574a7d,10,100.2,11,27,Illinois
4,Call,bfe76d3c-64eb-4355-b91b-da309e1405d7,10,51.25,7,20,Iowa
1,Email,121ba858-630e-47b4-ae61-5f8bbecbcff2,9,87.86,13,29,Indiana
3,Email + Call,4abce6c4-d60c-4a8e-af3f-3a2109601ade,10,149.97,12,25,Montana
2,Email,10654667-1a05-428c-b37e-a5bc051334b1,11,106.23,2,20,California
2,Email + Call,1e9f05f5-68d8-4709-a243-93d2f4f4ee38,10,156.16,0,23,Arkansas
3,Email,c5db8426-8179-4a07-8c74-50ea8c0d50ec,9,94.58,7,23,New York
1,Email,a9911be6-3d17-48d0-8c5a-b9adc1a081cb,8,84.07,7,15,Michigan
3,Call,cf4e2cfb-7634-4f44-bf2c-a8c7759135c3,8,42.19,4,23,California
4,Call,1e79bb77-255d-4d34-ae93-a9ce67c655d5,10,50.62,1,30,Arizona
2,Email,f84e605c-5aca-4278-9d36-7bd06028b8c1,10,103.83,7,25,Oklahoma
3,Call,4d0f3040-8af4-4e1b-bf5c-1f9fadacd48b,8,42.27,9,24,Arizona
2,Call,331347ef-4dab-4eb5-98f3-1a045ba6db27,9,42.63,2,26,New Jersey
2,Email,81e0332c-8e10-45ad-bbcc-b60a26dbf0e6,10,97.01,13,25,New York
3,Email,93927a6c-4b35-4640-b1e2-e158b0c6b64d,9,89.79,6,18,South Carolina
5,Call,9ebed87b-7042-45ef-a6e2-b32829cabd48,11,NA,6,32,Alabama
6,Call,9c0a7a1d-5158-4cfe-bf3b-7db92c464484,13,67.5,3,26,Texas
1,Email,df6d9cee-5a76-4fd1-920b-c706a42450a8,9,88.38,1,24,California
5,Email + Call,07f3490c-210f-4c17-9adb-926a03e9b590,12,182.79,0,24,New Jersey
5,Email + Call,f4509b2a-4433-4f73-80cf-01039b0882aa,12,187.01,1,30,California
3,Email + Call,f0690266-6090-455f-997f-f0aafc027558,10,151.44,0,27,Texas
4,Email + Call,7399b4c0-4698-4e2b-9882-6b7f1904dd3a,12,NA,0,26,Florida
1,Email,56fcf703-f333-4f56-8e4c-eaeaeeeff6b2,8,82.36,7,22,California
5,Email + Call,0cc1ae7b-a910-435d-9ce9-488e1ac75476,12,185.24,2,28,Pennsylvania
2,Email + Call,817880fb-5704-4fd7-8004-397ded030548,10,154.66,0,21,Pennsylvania
1,Email,20452be5-e1a0-463d-85e6-258980ca7c7a,9,90.25,1,26,Arizona
1,Email,e4748148-af7a-44c8-8408-34a9f5d7e24d,8,82.08,6,21,Florida
1,Call,1c7fbb9b-7c82-421c-8c00-5c81cab155b0,7,34.86,27,20,Arizona
2,Email,91329fdd-6a58-407f-ad50-68da7492a363,10,98.21,3,25,Colorado
1,Email,66d3b1a3-a407-44d6-beec-ba2324d294b8,8,84.88,7,21,Iowa
1,Email,70ab9956-b831-4251-bef2-0df9bcc99ac1,8,83.53,0,24,Alabama
4,Email,5a23dd68-24a0-4dfb-bf04-13ffdd9e41f4,11,106.09,7,25,California
3,Call,04a465fe-2fa7-47fb-96e4-8eef7c150d3f,9,43.6,8,21,New Jersey
6,Email + Call,316ffa5b-e529-4ae8-8549-4c1cd124d0fa,15,225.64,0,29,Oklahoma
1,Call,bb6f5951-22dd-41ef-b7ac-9c16b27cc568,7,35.52,11,27,Indiana
1,Email,4f59ac35-3c0d-48c6-8950-100c7168bea0,9,87.45,11,22,Texas
4,Email,3c9b788d-a69e-4fe5-833e-e49a9fc8aa54,11,106.17,4,21,California
3,Email,5212e272-3a71-428c-a517-205f8bb3986b,9,92.71,0,20,Texas
3,Email + Call,0df3d64a-401b-4b22-951f-6a68d73f0942,10,152.53,2,24,Texas
3,Email,a731e995-8981-4466-86eb-b85fe35da17c,10,100.86,5,27,California
6,Email,94ab9e68-e99b-43f3-94ae-9c71455534f1,14,135.81,4,29,Utah
1,Call,9fe15881-2343-4013-80be-f5b0bc8745dd,7,NA,8,17,Pennsylvania
4,Call,3b52af25-028c-4168-a5a5-7c0fa44184d6,11,53.77,1,22,Montana
4,Email + Call,555dcb07-e61d-4986-b165-78f8ddf92f43,12,183.69,1,32,Kentucky
1,Email,44ee7fed-9891-46e3-804a-a06bedc5169e,8,83.69,17,26,Georgia
5,Email + Call,fc506277-188c-4f11-bcee-4af2d9e59287,13,191.94,3,28,Massachusetts
5,Call,481e5139-9b6c-4fd0-89d9-5f720f38b588,10,51.43,1,27,New Jersey
1,Email,ffa14742-89df-446d-aba5-f8efa550bebd,8,81.71,3,21,California
6,Call,8212c56f-acb2-4a2a-8326-bf4e8bb4731b,13,NA,1,25,Massachusetts
1,Email,7e7be5fa-deab-487f-9163-c8f3f756a11f,9,85.18,7,30,South Carolina
3,Call,f71e99c0-3fdb-47c5-bf83-fb7b7525c58d,9,43.07,1,21,Ohio
2,Email + Call,a1120ba3-7e4f-4163-8a0d-51c8d1ac9130,10,156.69,3,22,Tennessee
1,Email,2d44abbe-ca99-4a6a-87cf-1fea73d397a2,8,84.82,4,23,Washington
5,Email,fb64fbd2-7615-4ca2-8eab-5203eee3c9d6,11,106.42,3,26,Minnesota
2,Email,fa6bf184-a8f3-40d5-9139-76cbb44e3b49,10,99.15,12,23,South Carolina
4,Email + Call,45e95011-a48c-4fca-8bc6-e61f8383fd1b,12,177.34,0,27,Nebraska
3,Call,8827574a-97e9-45e5-92b3-d0cf0ead798f,8,40.37,3,20,Illinois
1,Call,4296e139-cbfc-419e-a481-93a4cbafbb22,8,37.5,1,22,Montana
3,Email,a8174757-be39-4bab-aa8d-3cc15f3990fe,9,91.76,6,29,Pennsylvania
5,Email + Call,4ab5bbc9-c919-4063-baa8-24197bf8bf59,13,187.79,7,23,Michigan
1,Email,b307f256-349f-47a4-8eea-62b774926912,9,85.13,1,23,Pennsylvania
6,Email + Call,9203fba8-f2aa-45f9-88c5-198e505e896c,15,NA,12,33,Florida
1,Email,a6e0ef37-64fd-4450-a851-7566832fd5ef,10,96.29,10,30,Arizona
4,Call,cc5a8c9e-67fa-45e6-9b77-f8c1724a78fd,10,NA,7,28,California
3,Email,db6eeca6-9212-41dd-8af7-4e2421b9dfbc,9,93.35,7,22,California
4,Call,183f9859-82ea-4c94-8075-0949a6c133e3,10,49.26,0,28,Massachusetts
4,Call,2e27116d-b957-43b7-88dd-62125ee83f49,10,50.96,2,28,Florida
1,Email,07c085e1-6133-406b-858f-936e9b851dec,8,NA,6,19,Texas
5,Email,475e016b-8636-4976-96a0-237135f441b0,11,112.22,12,24,Florida
4,Email + Call,bf8809de-b47f-4e05-b713-774594c4af06,12,178.61,3,23,Illinois
1,Email,1a21a2db-beb3-47ec-9415-74372e0a4b06,8,81.92,9,28,New York
1,Email,ca34e8a9-a887-4212-bb40-b15c21e77a1f,9,91.03,4,20,California
1,Email,5f7675cd-da30-428d-bbe7-f5bda084f476,9,94.59,1,26,Nevada
3,Email,2297ef06-6da3-4836-b594-4b21cc4595e0,9,90.65,3,25,New York
2,Email,c1398839-a9bf-4bbd-ba21-fd60f3c169bb,11,108.8,0,27,California
3,Email,e94cca07-da57-4f8c-9033-e32b300bb71e,9,90.3,4,23,California
2,Call,1ec04d7f-3a39-4c1d-ab50-ed840ae08b91,9,44.01,6,22,Louisiana
1,Email + Call,eec6e4a9-225c-47da-8a1b-15c1c5a71ba0,8,126.44,3,22,California
4,Email + Call,23219d69-1886-4e0e-9022-413d5dde692c,12,182.38,1,26,Massachusetts
4,Email,5de9dea7-3a1d-48c6-9580-a1acc935e6fd,10,103.6,3,23,New York
2,Call,f3f0ac31-093a-4554-b815-c78398093177,9,43.78,2,23,Pennsylvania
1,Email,c440b6ee-1daa-4670-99fd-69105f6b11f2,8,83.69,4,22,California
3,Call,6d50e7ea-f47d-4e5f-9c75-03deaccc564b,9,43.12,12,19,Maryland
5,Call,997bb120-eb47-4958-aac7-4803c583965a,10,51.71,2,25,Illinois
1,Email,1694ee51-c24b-478a-a9c6-a109b67208f7,9,86.85,7,28,Indiana
5,Call,a37d72d4-c80a-43ac-a6c2-4628c1c4d7d0,11,53.23,17,29,Alabama
6,Email + Call,0cb21a71-43ed-4fa0-b33d-577cfebcd2c6,15,227.03,1,37,Pennsylvania
3,Email,4a780810-c4e3-4810-a5c6-9fbfc8b7a116,9,93.73,1,30,North Carolina
3,Email,a64de269-a406-4866-a370-1d9518bc9977,10,98.41,5,22,California
2,Email,5816e306-dce9-4266-90d0-40c7b72d747c,10,101.34,12,24,Illinois
1,Email,34719db8-3ea9-4aab-9bdc-9bd97fcd15dc,10,101.58,1,26,Maryland
2,Call,d0b24167-1a5c-4434-b053-caaae12e7bbe,9,NA,4,22,Louisiana
4,Email + Call,33a61cb2-d181-45b7-a7df-b274f89ee5ce,12,180.42,6,28,Kansas
5,Call,65ca04f9-5142-4596-8e06-16e19d18e7f6,11,54.3,7,27,New York
5,Email + Call,e27a8488-a274-4dc9-86e7-136bbc35e0f0,13,NA,1,25,Texas
2,Email,4a0cd82d-2c63-412b-b169-f537826998b2,10,101.18,8,27,Georgia
4,Email + Call,35b96c28-6944-4c32-b757-f8f57a9b2651,12,179.47,1,26,Michigan
3,Call,b1ec899b-69f3-4531-a9d4-d3a0b29d075b,8,39.99,2,17,Ohio
1,Email,ac9f6b24-5412-42e5-9735-c3303d64b603,9,85.58,4,30,Georgia
1,Email,73c0341c-076e-4946-b401-459aab4c582c,9,89.87,2,25,Indiana
6,Email + Call,9260c3d8-7d74-4e8a-bce3-ca5cb660d200,15,228.74,1,30,Massachusetts
4,Call,f0d52108-05c8-48ac-b11d-02d9d6f60692,10,49.83,10,28,Arizona
2,Call,1674568f-0a08-4821-a797-9a2e0a07834c,9,43.72,1,25,California
1,Email,331bcd7a-237a-4810-9fc7-2865a81be119,8,84.96,1,26,Florida
3,Email,4825e801-3aac-4fbe-bb3b-65d56045f1f9,10,99.11,6,23,Colorado
2,Email + Call,41921f99-9b6a-4aa5-8951-464f9d4dfbff,10,156.94,6,28,North Carolina
1,Email,594ff65e-1f8d-4a3e-abcb-5f53dec6c190,8,82.49,12,23,Illinois
4,Email,b028d175-755b-4182-8f1d-f8d8369c62ba,10,104.84,8,19,California
5,Call,a734f389-e165-4ddf-80d9-07be94fd1807,11,53.03,5,27,Washington
1,Email,7a73146f-7efe-47fb-9d7d-69733e15f912,9,90.91,6,26,Washington
1,Email,6dd2a297-fc77-4011-a939-6d090e07d1c3,9,NA,2,25,Florida
6,Email + Call,c8295f18-bdc7-4959-83c8-04a375e45b5e,15,226.56,4,28,Minnesota
4,Call,4de525be-4788-47f7-a08e-cca42e6292aa,11,53.5,4,25,Illinois
1,Email + Call,4fe6221a-0efd-46ea-9461-b3de3042db4b,9,130.82,0,23,Nebraska
3,Email + Call,7e204c45-3388-4c75-8fee-af14a47e4100,10,156.3,0,23,New Jersey
2,Call,ba9b891f-8388-47fa-9614-698d29d9d68b,9,NA,9,24,Indiana
5,Email,1d2df8ab-65a2-4a1e-a10a-1f8ac7960f4b,11,105.83,3,21,California
2,Email,bcac9155-5979-4d3f-83ec-4f284c6a1cf3,10,102.68,0,23,Virginia
4,Call,b356be5b-d381-4d0b-9ab5-a67892077ef9,10,51.55,1,27,Connecticut
1,Email,c7cbcce2-ce7d-43b7-8f22-30d7deb675ee,8,81.64,1,21,Colorado
1,Call,11f14f03-2ac1-41b2-85d9-3ad796f7724f,7,33.86,5,19,Michigan
1,Email,db66501a-21b7-48c8-9ace-64feee35651c,9,94.48,3,26,California
1,Email + Call,a2b7ff2c-d2e7-4469-b888-44df8cc522ae,9,131.99,1,25,Ohio
3,Call,83570ed2-2663-4276-b1f0-2b8598d69974,8,39.88,4,25,Nebraska
1,Email,06065e8a-8fce-4635-9196-cdad64c88230,9,92.54,9,21,Virginia
4,Email + Call,6ce4f292-89a0-4d55-951e-ea0ff9ba8717,12,NA,1,23,West Virginia
3,Email,762f332d-4d73-4964-a0de-f63011f4aa02,8,84.82,2,25,Ohio
3,Call,ef68e8bf-a7a9-4f63-a4dd-c14d4c5e2881,8,40.35,1,24,Florida
1,Email,9bda049a-9e0b-4326-8906-ae255b02390e,9,NA,6,28,California
3,Call,c463cf70-205c-4031-804c-8d2e0215895c,8,41.7,7,29,Florida
3,Call,612097e7-f440-4861-a8a7-443c78604e83,8,42.14,11,25,Texas
2,Email,9ca8d050-06c0-4aa6-b2de-657211de0137,11,105.72,0,27,Florida
2,Email,fc3c3c59-929a-4ab0-92e9-fddd0b9472af,9,94.1,6,24,Iowa
1,Email,e9eead1a-b4fd-43c0-9021-6d01999ef079,9,87.54,1,25,Missouri
1,Call,29df9777-f346-42e2-95b1-b5f1c870b3e1,7,33.95,10,21,California
2,Email,8984fbbe-c3fc-43f4-bc29-4cede2144a1d,11,106.41,2,15,North Carolina
6,Email + Call,c5e2dca2-7a4e-4a4b-b145-c6a2355c8ad8,15,230.87,3,30,Vermont
3,Email,0396082f-3daf-4653-b041-c51fe63aa227,9,89.35,8,27,Pennsylvania
2,Email,6f255eb3-4393-435f-acdd-5af76e3049e3,10,104.46,3,16,Oklahoma
4,Email + Call,d6a295cd-6f44-41c0-a83e-ee6ef34e6b69,12,181.51,17,27,Alabama
2,Email,7b8413e9-b4b8-4936-9a6c-b1ce81021515,10,96.29,5,25,Texas
2,Email,0640181b-ef9f-49a0-9752-c6a85c9832fb,10,95.03,1,24,Pennsylvania
2,Email,1cae41e4-1f94-462d-9275-f91158b524e9,10,96.83,7,19,Iowa
1,Email + Call,bd20e660-037a-4fdc-b5d3-54e87ad05531,8,NA,0,24,Pennsylvania
5,Call,a97dd53c-aaf3-4b58-9c3d-a2063d814855,10,51.87,3,30,Pennsylvania
5,Email + Call,bf2aa1bc-d2d0-4505-9b7b-7b3967a9e361,13,187.65,1,30,Arizona
6,Email + Call,37644c36-418e-4228-8ed2-95e76412c8f8,15,228.2,1,24,Connecticut
2,Call,5ba79e8b-5a44-4b74-b487-b1d227bac399,8,42.45,14,23,Massachusetts
2,Email,aac20487-1b3a-46a8-b1b2-06265a2344a5,11,108.73,1,28,Wisconsin
2,Call,58d4a87f-1658-44ff-9dda-913dffbee93d,9,43.58,0,25,New York
6,Email + Call,7113ad87-2920-4a65-9942-9ad409a2ab30,15,226.46,13,34,Minnesota
3,Email,cbd8b6c3-5ced-4d3a-8c05-7afb2a0fa4dd,9,88,3,23,Massachusetts
4,Call,2075562d-c88f-41e8-954d-5b831ee34f22,10,51.11,3,25,North Carolina
6,Email + Call,4937abea-eb2f-4cc2-b918-7c1106e3f277,15,227.82,0,33,Georgia
4,Call,2973d66d-dabf-43f3-9588-5290e58da545,10,50.12,5,23,Texas
4,Email,16c994c3-adb3-46ca-b3f5-bd748cac4702,11,109.74,6,27,Texas
1,Email,18657d9c-aa47-4dac-b039-66c1cbfa5cf2,9,85.36,2,20,New York
5,Email + Call,c6aa4e83-a55f-485a-995d-dbed1c960e1c,12,182.45,1,29,California
1,Email,71e3c0f0-36fc-4fcb-824f-b6d206f96d00,9,90.73,1,26,Missouri
1,Email,19c597c9-e8b4-48d4-a9c3-358bf8fc7384,8,84.49,0,21,Nebraska
3,Email,b33de308-bfa6-4cb3-be90-5d1e445cdb5d,9,92.76,7,27,California
2,Email,d9caba46-81e5-455b-8fe1-bc3e9f04fe07,10,100.49,5,23,Alabama
1,Call,ba09d130-8c68-4523-ab1f-094f71dc80c0,7,35.99,12,28,California
2,Email,4d5ea966-35f2-4c32-94e7-8fd6d7537b44,10,101.3,11,28,New York
2,Email,010cf96c-d06a-4d81-9e51-1a327948b60a,10,99.93,1,19,Massachusetts
5,Email,28805211-c93f-4c69-b069-96e9d9b76965,10,104.47,2,28,Colorado
4,Email,dcf5679a-07e0-4ec9-a6c9-0c28b0aa1f4a,11,110.99,6,29,New Jersey
1,Email,b0666a3d-338a-4f51-a47f-4fb99d290fe8,8,83.06,1,19,West Virginia
2,Call,41efd076-fa6a-4340-9632-f759ece5c265,9,45,15,23,Pennsylvania
4,Call,5eee2ee1-65c1-4e35-b983-d2b728bd743d,10,52.39,4,27,Texas
5,Call,3e4a24c8-c6d4-4f52-9ef0-f3023ad6127c,11,53.09,10,29,Minnesota
1,Email,e151b4d2-9fd7-4e97-bcca-37109cc3cd2c,8,84.65,3,24,Texas
2,Email,a3042434-392e-4752-a7e0-7ac285721793,10,101.93,4,25,North Carolina
1,Email,6888c315-6537-412f-b989-1a6c19d942a7,9,92.9,35,29,Tennessee
4,Email + Call,29b5e6a5-cfb4-40b9-ae4c-d842a8fb5211,13,189.43,7,28,North Carolina
3,Call,d045d4fa-1d24-4c82-81b5-8c4ffb3263bf,8,41.4,8,25,Indiana
2,Email,db3ddbbb-b6aa-40b7-986a-693db8e5fdca,10,98.3,5,27,Utah
5,Email + Call,a33ddc06-e902-456d-a525-029aaebf7dd9,13,NA,1,27,Alaska
1,Email,264eeb75-fda4-49ae-a87d-39a4b00644e8,9,86.26,2,19,North Carolina
4,Email,f19f74c0-f829-4218-999b-cd0b1f0fa5d7,11,105.62,8,23,Indiana
4,Call,d5672925-22d3-4992-b915-449f45095968,10,51.77,13,28,Arkansas
3,Call,4fb5f25b-741a-470b-9fe1-416b826ca2cd,9,42.78,5,21,California
1,Email,9805274c-c0ed-4c93-afbf-c561b7022159,9,90.24,6,26,North Carolina
1,Call,ccca0f15-d95b-4692-a173-21884a906265,7,35.59,3,22,Texas
2,Email,d5068ffc-79bb-45d4-b853-a782c115ffad,10,102.85,7,23,California
1,Email,67933637-4f77-4565-8aa4-0848690f27be,8,NA,2,21,Michigan
1,Email,1843c6ac-358a-48d7-b383-4f074b15bf76,9,88.25,6,23,Arizona
5,Email + Call,6c089217-8670-4005-8b1d-2f5b923cf22e,13,NA,8,24,Illinois
5,Email + Call,c1e40b5e-4a14-472e-ba3c-9d2b2fa5171f,13,191.95,4,29,Ohio
1,Email,a14065a6-0102-4821-8548-f03a9b16bd5a,8,82.37,2,24,California
4,Email,05e45f39-5d82-4588-a98d-01a3f3a1bee9,11,108.73,2,27,Tennessee
6,Email + Call,bb58d0d0-0319-4333-a285-ffa36250efc0,15,227.13,1,28,Pennsylvania
3,Call,87d6f8af-56df-4616-879d-ac2a29568fe5,8,42.1,10,21,Alabama
4,Email,83082bfa-d510-496d-aebb-834de20049f2,11,107.2,5,26,New York
6,Call,8faad50a-3324-4b01-bbc3-758f223473e2,13,65.18,6,24,Missouri
6,Email + Call,e917284c-1937-4df3-b999-9d8d9fc7508e,15,231.14,1,30,Tennessee
4,Call,733919bb-a50a-4c06-8a68-9c06ffeb3583,10,50.98,12,29,Pennsylvania
4,Call,0b1039a1-2390-4bf1-8563-fd4fd76d8d1f,10,51.63,18,23,New Mexico
1,Email,f1fe7a29-f318-4429-a5c7-39007b7d70ac,8,84.97,14,26,New York
6,Email,ce757f44-afe5-4bed-a7af-311f5ac9b625,13,129.55,7,23,Arizona
4,Call,e133573e-330f-4b4c-9614-832713e92a5a,10,50.56,8,27,California
2,Email,e436f0d8-3377-4753-8dd5-7edac0ef305c,10,101.83,3,25,Texas
5,Email + Call,f4efc171-b11d-4ce5-b035-df9feaa65d83,13,189.65,5,27,Texas
3,Call,8dbfc663-389a-4c08-819f-07f4428307c0,9,44.55,5,27,Rhode Island
1,Email,945db8c6-3131-4fa9-bb1e-d5cf29ff64c8,9,86.72,5,22,Vermont
2,Email,59e2ad4b-471e-4f4e-abb1-efe87f5317ef,10,95.82,1,24,Texas
3,Email,927bff63-5383-403f-8026-9a67486991cd,10,97.06,8,20,California
3,Call,bdbf292b-bf94-48db-93ad-067b413873bf,8,NA,10,25,Georgia
5,Email,01041bea-955c-411f-8af4-b631c01aa5d5,10,102.98,3,20,New Jersey
